EmployeeID,Name,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,DistanceFromHome,BusinessTravel,MonthlyIncome,Currency,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,TrainingTimesLastYear,RecruitmentSource,RemoteWorkType,ProjectsHandled,AbsenteeismDays,YearsSinceLastPromotion,NumPromotions,ManagerRating,Certifications,TeamSize,Attrition
422,Amit Lee,44,Male,Married,Research & Development,Manufacturing Director,Master's,Life Sciences,6,4,4,23,Travel_Rarely,226918,INR,19,3,4,2,2,No,3,LinkedIn,On-site,7,11,1,3,Good,3,20,No
423,David Davis,37,Male,Married,Research & Development,Research Scientist,High School,Human Resources,4,1,2,12,Non-Travel,51261,INR,16,3,2,2,3,No,2,Job Portal,On-site,6,7,1,2,Average,1,15,No
424,Ben Rodriguez,28,Male,Single,IT,System Administrator,High School,Life Sciences,2,1,1,4,Travel_Rarely,27122,INR,20,4,3,2,3,Yes,4,Job Portal,Remote,2,5,1,0,Good,0,16,No
425,Amit Sharma,46,Female,Divorced,Sales,Sales Executive,Bachelor's,Marketing,0,0,2,12,Travel_Rarely,20798,INR,19,3,1,1,1,Yes,4,LinkedIn,On-site,5,9,0,1,Average,4,24,Yes
426,Kevin Clark,20,Male,Married,Research & Development,Manufacturing Director,Master's,Medical,2,1,1,26,Non-Travel,184818,INR,18,3,4,2,4,Yes,0,LinkedIn,On-site,3,5,0,1,Average,4,7,No
427,Priya Brown,38,Female,Single,Sales,Sales Manager,PhD,Life Sciences,8,6,2,4,Travel_Rarely,122746,INR,15,3,4,2,1,No,0,LinkedIn,On-site,5,5,0,2,Good,0,20,No
428,Fatima Nair,41,Male,Married,Sales,Sales Manager,Bachelor's,Marketing,1,0,2,27,Non-Travel,66258,INR,12,3,3,4,3,No,1,Campus Hiring,Remote,4,9,1,1,Good,2,9,No
429,Nia Gupta,40,Male,Married,Finance,Accountant,Bachelor's,Life Sciences,15,9,5,11,Travel_Frequently,45471,INR,24,4,1,3,4,No,4,Campus Hiring,On-site,12,13,4,5,Needs Improvement,2,23,No
430,Olga Anderson,43,Female,Divorced,Research & Development,Manufacturing Director,High School,Marketing,2,0,2,1,Travel_Rarely,161135,INR,19,3,1,4,2,Yes,2,Job Portal,Remote,6,9,1,0,Average,1,6,Yes
431,John Gupta,46,Male,Married,IT,Data Analyst,Master's,Marketing,0,0,0,1,Travel_Rarely,34752,INR,24,4,3,3,3,No,0,LinkedIn,On-site,0,5,0,0,Excellent,2,15,No
432,David Smith,39,Female,Divorced,Finance,Financial Analyst,Bachelor's,Technical Degree,1,0,2,13,Travel_Rarely,34510,INR,16,3,4,4,1,No,3,Consultancy,Hybrid,4,7,1,1,Average,3,5,No
433,Olga Kumar,39,Female,Married,Finance,Financial Analyst,Bachelor's,Medical,5,2,1,18,Travel_Rarely,42836,INR,16,3,3,3,1,No,2,Referral,On-site,5,3,4,2,Good,1,9,No
434,Wei Smith,51,Male,Married,IT,Data Analyst,Master's,Marketing,1,0,0,12,Non-Travel,38543,INR,21,3,4,4,3,No,2,LinkedIn,On-site,3,6,0,0,Excellent,1,9,No
435,Mary Kim,29,Male,Single,Marketing,Marketing Executive,High School,Technical Degree,1,0,1,15,Travel_Rarely,21748,INR,18,3,4,1,4,Yes,2,Referral,Remote,5,6,1,1,Good,2,15,No
436,Raj Brown,36,Female,Single,Sales,Sales Executive,Master's,Technical Degree,7,4,2,20,Travel_Rarely,37994,INR,17,3,3,3,3,No,0,Referral,On-site,7,6,1,3,Average,1,15,No
437,Raj Rodriguez,25,Female,Married,Sales,Sales Manager,Bachelor's,Technical Degree,1,0,4,15,Travel_Frequently,62478,INR,16,3,3,1,2,No,2,Consultancy,Hybrid,2,6,0,0,Excellent,0,5,No
438,Lucy Kim,24,Male,Married,Research & Development,Manufacturing Director,Bachelor's,Technical Degree,6,5,3,27,Travel_Frequently,230106,INR,11,3,3,4,2,No,2,LinkedIn,On-site,5,3,2,3,Average,1,4,No
439,Yusuf Gupta,42,Male,Married,Sales,Sales Executive,Bachelor's,Technical Degree,4,3,1,6,Non-Travel,29653,INR,18,3,3,3,2,No,3,Walk-in,Hybrid,4,9,1,1,Needs Improvement,2,20,No
440,Grace Martin,33,Female,Divorced,Research & Development,Research Scientist,Bachelor's,Human Resources,5,3,2,18,Travel_Rarely,55743,INR,18,3,2,4,3,No,0,Referral,Hybrid,7,10,3,1,Good,1,24,No
441,Maria Sharma,47,Male,Single,Sales,Sales Manager,Bachelor's,Marketing,11,5,2,14,Travel_Rarely,117190,INR,16,3,4,1,4,No,2,Consultancy,Hybrid,12,9,0,3,Average,1,11,No
442,Tom Johnson,27,Female,Single,IT,IT Support,High School,Human Resources,6,4,2,27,Travel_Rarely,23918,INR,23,3,4,4,1,Yes,2,Referral,Hybrid,8,9,2,2,Excellent,2,19,No
443,Robert Sharma,33,Female,Single,Sales,Sales Manager,Master's,Medical,3,2,4,14,Travel_Rarely,84636,INR,22,3,3,2,4,No,5,Campus Hiring,Hybrid,8,10,1,1,Average,3,21,No
444,James Martin,40,Female,Married,Human Resources,HR Recruiter,Master's,Human Resources,6,5,0,29,Travel_Rarely,25643,INR,23,4,4,3,1,No,2,Campus Hiring,Remote,8,3,6,2,Average,1,12,No
445,Robert Clark,36,Female,Married,Research & Development,Research Scientist,Master's,Medical,10,6,2,17,Travel_Rarely,84367,INR,14,3,4,1,4,Yes,4,Referral,On-site,11,5,6,3,Average,2,9,No
446,Priya Johnson,22,Female,Married,Finance,Financial Analyst,Master's,Human Resources,4,1,1,24,Travel_Rarely,45278,INR,21,3,4,4,2,No,2,Walk-in,On-site,5,3,2,1,Good,1,12,No
447,David Davis,40,Female,Divorced,Human Resources,HR Recruiter,Bachelor's,Technical Degree,1,0,1,22,Non-Travel,20175,INR,18,3,3,2,3,No,0,Job Portal,Remote,5,14,0,0,Good,1,21,No
448,Neha Rodriguez,46,Female,Married,Marketing,Marketing Manager,Bachelor's,Human Resources,6,2,2,2,Non-Travel,97264,INR,16,3,2,4,3,No,0,LinkedIn,On-site,3,8,0,2,Average,2,4,No
449,Emma Nair,40,Male,Married,Human Resources,HR Recruiter,Master's,Human Resources,14,6,2,25,Non-Travel,37946,INR,11,4,3,4,3,No,4,LinkedIn,Remote,13,2,1,5,Average,0,9,No
450,Grace Smith,44,Female,Divorced,Finance,Accountant,High School,Medical,2,1,2,22,Non-Travel,23136,INR,16,3,2,3,2,No,3,LinkedIn,Hybrid,6,2,0,0,Good,2,5,No
451,Sara Singh,38,Male,Married,Research & Development,Manufacturing Director,Master's,Technical Degree,1,0,2,12,Travel_Rarely,187378,INR,17,3,3,1,4,No,4,Job Portal,Hybrid,3,5,1,1,Average,1,7,No
452,Priya Lee,34,Female,Single,Marketing,Marketing Manager,Bachelor's,Medical,4,3,2,16,Travel_Frequently,89925,INR,13,3,4,4,3,No,4,Job Portal,Remote,3,4,0,1,Needs Improvement,1,7,No
453,Raj Davis,36,Female,Single,Sales,Sales Manager,Bachelor's,Marketing,11,6,0,22,Travel_Frequently,107168,INR,21,3,2,4,3,No,2,LinkedIn,Remote,10,7,5,3,Good,1,6,No
454,Lucy Davis,31,Male,Married,IT,IT Support,Master's,Technical Degree,2,1,1,12,Travel_Rarely,21448,INR,22,3,4,4,3,No,1,Referral,Hybrid,3,9,1,0,Needs Improvement,2,15,No
455,Carlos Smith,37,Male,Married,Finance,Accountant,High School,Life Sciences,4,3,2,15,Travel_Rarely,26633,INR,12,3,2,2,2,Yes,0,Referral,Hybrid,3,6,0,2,Good,2,9,Yes
456,David Khan,40,Male,Divorced,Finance,Accountant,Bachelor's,Technical Degree,0,0,2,22,Travel_Rarely,20556,INR,23,3,3,3,2,No,1,LinkedIn,Remote,2,7,0,0,Good,1,24,No
457,Raj Kumar,31,Male,Single,Human Resources,HR Manager,Master's,Life Sciences,1,0,5,5,Travel_Rarely,75190,INR,17,3,2,4,4,No,5,Walk-in,Remote,6,5,1,0,Good,1,9,No
458,Fatima Smith,35,Male,Single,Marketing,Marketing Executive,Master's,Technical Degree,17,5,1,3,Travel_Rarely,45921,INR,15,3,3,3,2,No,2,Campus Hiring,Hybrid,16,10,0,5,Good,0,16,No
459,Wei Garcia,32,Female,Married,Research & Development,Manufacturing Director,Bachelor's,Medical,2,0,2,6,Travel_Frequently,173619,INR,23,3,1,2,3,No,5,Job Portal,Hybrid,8,4,0,0,Good,1,17,No
460,Aisha Rodriguez,36,Female,Single,IT,System Administrator,Bachelor's,Medical,10,3,1,23,Travel_Rarely,48659,INR,22,3,3,1,3,No,2,Campus Hiring,Hybrid,8,10,2,4,Good,0,14,No
461,Ahmed Clark,48,Male,Married,IT,Data Analyst,Bachelor's,Human Resources,0,0,2,17,Travel_Rarely,28820,INR,24,3,3,3,3,Yes,4,Consultancy,Hybrid,4,6,0,0,Good,2,18,Yes
462,Wei Khan,20,Female,Married,Marketing,Marketing Manager,Bachelor's,Technical Degree,2,1,3,7,Travel_Frequently,77912,INR,22,3,4,4,1,No,1,Walk-in,Hybrid,7,10,0,0,Needs Improvement,0,10,No
463,Grace Johnson,51,Female,Single,Sales,Sales Manager,Bachelor's,Medical,0,0,3,26,Travel_Rarely,63107,INR,18,3,4,4,4,No,5,Campus Hiring,Hybrid,1,9,0,0,Average,1,22,No
464,Nia Kumar,20,Female,Married,Research & Development,Research Scientist,Master's,Other,1,0,1,7,Travel_Rarely,46263,INR,18,3,1,2,2,No,2,Walk-in,On-site,4,3,0,0,Good,0,4,Yes
465,Mary Patel,41,Male,Single,IT,Data Analyst,Master's,Technical Degree,0,0,1,26,Travel_Rarely,31371,INR,24,3,1,4,4,No,5,Walk-in,Hybrid,4,9,0,0,Good,0,23,No
466,Robert Wilson,28,Male,Married,Sales,Sales Manager,Bachelor's,Human Resources,1,0,2,12,Travel_Rarely,64763,INR,22,3,2,4,3,No,5,Job Portal,On-site,2,8,1,1,Good,2,9,No
467,Sara Johnson,31,Female,Married,Human Resources,HR Manager,Master's,Technical Degree,2,1,2,29,Non-Travel,73251,INR,24,3,2,4,2,Yes,0,Referral,Remote,5,5,0,1,Needs Improvement,3,20,No
468,Ahmed Garcia,52,Male,Divorced,IT,IT Support,Master's,Other,4,3,3,18,Travel_Rarely,25535,INR,23,3,1,1,4,No,4,LinkedIn,Remote,5,6,1,1,Average,2,17,No
469,Ben Johnson,30,Male,Single,Sales,Sales Executive,Bachelor's,Life Sciences,1,0,2,12,Travel_Rarely,23112,INR,17,3,3,1,4,No,1,LinkedIn,Hybrid,6,7,1,1,Average,2,7,No
470,Olga Garcia,33,Male,Married,Research & Development,R&D Manager,Master's,Life Sciences,2,1,1,9,Travel_Rarely,135027,INR,18,4,4,2,3,No,2,LinkedIn,Hybrid,1,8,2,1,Good,2,9,No
471,Ravi Davis,46,Male,Married,Research & Development,Manufacturing Director,Bachelor's,Human Resources,4,2,4,16,Travel_Rarely,185591,INR,21,3,4,1,4,No,1,LinkedIn,Remote,6,7,2,2,Good,0,11,No
472,Ahmed Sharma,40,Female,Single,Sales,Sales Representative,Bachelor's,Medical,1,0,0,17,Travel_Rarely,17395,INR,21,3,1,1,3,Yes,4,LinkedIn,On-site,1,7,1,0,Excellent,1,6,Yes
473,Neha Rodriguez,32,Female,Married,Sales,Sales Manager,Bachelor's,Marketing,4,3,3,19,Travel_Rarely,82371,INR,13,3,4,2,3,No,5,LinkedIn,Remote,4,6,0,2,Excellent,4,15,No
474,Aisha Anderson,32,Female,Divorced,IT,IT Support,Master's,Human Resources,1,0,3,3,Travel_Rarely,22208,INR,21,3,4,4,1,Yes,0,LinkedIn,On-site,7,5,0,1,Average,1,24,Yes
475,Raj Patel,27,Male,Single,Research & Development,Manufacturing Director,High School,Other,9,7,3,29,Travel_Rarely,234224,INR,24,4,3,1,3,Yes,1,Campus Hiring,On-site,7,4,3,4,Excellent,2,10,No
476,Amit Patel,42,Male,Married,Sales,Sales Executive,Master's,Technical Degree,6,5,1,27,Travel_Rarely,36020,INR,18,3,4,1,3,Yes,5,Job Portal,On-site,6,8,0,2,Good,1,18,No
477,Raj Wilson,52,Female,Married,Research & Development,Laboratory Technician,Master's,Technical Degree,2,1,3,14,Travel_Rarely,18270,INR,20,3,4,4,4,No,5,Walk-in,Hybrid,6,8,0,1,Needs Improvement,1,7,No
478,Ravi Singh,35,Female,Single,Research & Development,Research Scientist,Bachelor's,Technical Degree,10,9,3,23,Travel_Rarely,77907,INR,17,3,3,4,1,Yes,4,Referral,Hybrid,10,8,0,4,Excellent,2,10,Yes
479,Yusuf Gupta,20,Male,Married,Research & Development,Manufacturing Director,Master's,Human Resources,2,0,3,26,Travel_Rarely,189506,INR,15,3,4,3,2,No,2,Job Portal,Remote,7,5,0,1,Average,2,4,No
480,Anjali Johnson,50,Female,Single,Sales,Sales Manager,Bachelor's,Technical Degree,23,18,3,22,Travel_Rarely,122423,INR,21,4,3,4,3,Yes,1,Job Portal,On-site,16,7,4,5,Good,4,21,No
481,Grace Wilson,42,Female,Married,Research & Development,Laboratory Technician,Bachelor's,Other,0,0,2,16,Travel_Frequently,14827,INR,12,3,2,4,4,Yes,5,Job Portal,Remote,4,4,0,1,Average,2,19,Yes
482,Emma Clark,29,Male,Divorced,Finance,Accountant,Bachelor's,Technical Degree,10,8,1,19,Travel_Rarely,39206,INR,19,3,3,4,2,Yes,3,Job Portal,On-site,11,7,1,3,Excellent,0,12,No
483,Sofia Rodriguez,42,Female,Single,Finance,Financial Analyst,Master's,Human Resources,1,0,1,4,Travel_Rarely,38433,INR,14,3,4,2,3,Yes,5,Job Portal,Hybrid,3,3,0,0,Needs Improvement,2,21,No
484,Yusuf Wilson,22,Female,Single,Sales,Sales Representative,High School,Technical Degree,4,2,3,19,Travel_Rarely,20220,INR,19,3,3,2,3,No,3,Referral,On-site,7,8,0,1,Average,1,14,No
485,Mary Rodriguez,27,Female,Single,Research & Development,Manufacturing Director,Bachelor's,Life Sciences,7,2,1,14,Travel_Frequently,222541,INR,13,3,3,2,3,No,5,LinkedIn,On-site,7,3,0,3,Average,2,13,No
486,Linda Brown,27,Female,Single,Research & Development,Research Scientist,Bachelor's,Technical Degree,6,5,2,28,Travel_Rarely,58789,INR,23,3,4,2,3,No,5,Job Portal,On-site,7,6,1,3,Good,3,16,No
487,Carlos Patel,34,Female,Single,Sales,Sales Manager,Master's,Other,4,2,1,14,Travel_Rarely,88235,INR,11,3,3,4,4,Yes,2,Job Portal,Hybrid,6,5,2,2,Needs Improvement,2,12,No
488,Anjali Davis,37,Male,Married,Research & Development,R&D Manager,Master's,Life Sciences,0,0,3,20,Travel_Rarely,109468,INR,16,3,4,4,2,No,5,Campus Hiring,On-site,4,8,0,1,Average,2,21,No
489,John Anderson,24,Male,Divorced,Research & Development,Laboratory Technician,Master's,Medical,1,0,2,28,Non-Travel,18411,INR,19,3,4,4,1,No,2,Walk-in,Hybrid,5,4,0,1,Average,0,9,No
490,Tom Smith,48,Female,Married,Research & Development,Laboratory Technician,Bachelor's,Other,6,5,1,25,Travel_Rarely,20366,INR,13,4,2,2,2,Yes,5,Job Portal,Hybrid,6,5,0,3,Good,2,14,Yes
491,Robert Ali,26,Male,Married,Human Resources,HR Executive,Master's,Technical Degree,8,2,3,4,Travel_Rarely,31975,INR,21,3,4,4,4,No,2,LinkedIn,On-site,7,7,4,3,Good,1,15,No
492,Priya Smith,39,Male,Married,Human Resources,HR Recruiter,Bachelor's,Technical Degree,1,0,6,28,Non-Travel,18413,INR,20,3,4,1,3,No,4,Referral,On-site,4,7,1,1,Average,2,11,No
493,Anjali Ali,43,Male,Married,Research & Development,Laboratory Technician,Bachelor's,Technical Degree,0,0,3,23,Travel_Frequently,15781,INR,19,4,4,3,3,Yes,1,Job Portal,Hybrid,3,0,0,1,Good,0,7,No
494,Nia Johnson,45,Male,Single,IT,System Administrator,Bachelor's,Medical,3,2,2,4,Travel_Frequently,33351,INR,13,3,1,3,3,No,0,Job Portal,On-site,9,5,1,1,Good,4,4,No
495,Priya Brown,45,Male,Married,Sales,Sales Executive,Master's,Life Sciences,2,0,3,28,Travel_Rarely,28200,INR,22,3,3,4,3,No,1,Walk-in,On-site,2,2,0,0,Average,0,15,No
496,Amit Garcia,35,Male,Divorced,Research & Development,Manufacturing Director,Bachelor's,Life Sciences,2,1,1,25,Travel_Rarely,172822,INR,23,3,3,3,3,No,2,Referral,Hybrid,2,10,2,1,Good,0,7,No
497,Ahmed Kim,42,Female,Divorced,Marketing,Marketing Executive,Master's,Medical,3,2,1,6,Travel_Frequently,27182,INR,21,3,4,4,4,No,3,Consultancy,On-site,7,5,2,1,Good,2,11,No
498,Amit Lee,41,Male,Married,IT,Software Engineer,Bachelor's,Technical Degree,4,3,2,2,Travel_Rarely,60152,INR,20,3,3,3,3,No,3,Referral,Remote,6,10,0,1,Average,2,13,No
499,Raj Brown,43,Male,Married,Sales,Sales Executive,High School,Life Sciences,1,0,2,2,Travel_Rarely,23661,INR,18,3,3,2,4,No,0,LinkedIn,Hybrid,7,7,1,0,Excellent,1,6,No
500,Robert Clark,31,Male,Single,IT,Software Engineer,Master's,Life Sciences,7,3,2,6,Travel_Frequently,97878,INR,17,4,3,1,3,Yes,5,Referral,Hybrid,5,4,0,2,Good,1,7,No
501,Priya Wilson,30,Female,Single,Marketing,Marketing Executive,High School,Other,8,7,2,18,Travel_Rarely,31921,INR,15,4,2,3,3,No,2,Referral,Hybrid,5,11,1,3,Excellent,0,11,No
502,John Kim,28,Male,Single,Sales,Sales Representative,Bachelor's,Human Resources,0,0,3,23,Travel_Rarely,15333,INR,22,3,4,3,4,No,3,Walk-in,On-site,2,2,0,0,Average,2,23,No
503,Emma Brown,34,Male,Single,Finance,Finance Manager,High School,Marketing,2,1,1,11,Non-Travel,85245,INR,19,3,1,3,3,No,3,LinkedIn,Remote,6,5,0,1,Average,2,18,No
504,Mary Brown,34,Male,Married,Research & Development,Laboratory Technician,Bachelor's,Human Resources,2,1,3,9,Non-Travel,16313,INR,24,3,3,3,3,Yes,0,Job Portal,Remote,5,6,2,0,Good,0,7,No
505,Anjali Sharma,30,Male,Married,Marketing,Marketing Manager,Master's,Human Resources,12,9,1,19,Travel_Rarely,134558,INR,13,3,3,2,4,Yes,5,LinkedIn,Hybrid,11,10,3,4,Needs Improvement,2,22,No
506,Tom Gupta,30,Female,Married,IT,System Administrator,Master's,Life Sciences,1,0,4,29,Travel_Rarely,28804,INR,18,3,3,3,3,No,5,Walk-in,Hybrid,4,4,1,0,Average,1,22,No
507,Yusuf Rodriguez,30,Female,Married,Research & Development,Laboratory Technician,Bachelor's,Marketing,1,0,1,9,Travel_Rarely,16526,INR,14,3,3,3,4,Yes,4,LinkedIn,On-site,3,12,0,0,Good,2,3,No
508,Aisha Khan,21,Female,Single,Research & Development,Manufacturing Director,High School,Other,3,1,2,29,Travel_Rarely,176022,INR,24,4,4,3,3,No,2,LinkedIn,On-site,4,8,3,2,Average,1,5,No
509,Maria Anderson,34,Female,Single,IT,Data Analyst,Bachelor's,Human Resources,9,4,5,4,Travel_Rarely,67903,INR,15,3,2,1,2,No,0,Campus Hiring,Remote,11,4,1,3,Good,0,19,No
510,Maria Lee,39,Male,Married,Sales,Sales Representative,Bachelor's,Technical Degree,7,3,1,3,Travel_Rarely,22462,INR,20,3,2,2,2,No,4,Campus Hiring,On-site,10,9,3,2,Needs Improvement,4,19,No
511,Maria Martin,21,Male,Divorced,Research & Development,R&D Manager,Bachelor's,Technical Degree,2,1,1,29,Travel_Frequently,110638,INR,13,3,1,3,3,Yes,5,LinkedIn,Remote,7,10,2,1,Average,8,6,No
512,Emma Sharma,40,Female,Married,Finance,Accountant,Bachelor's,Human Resources,9,7,1,25,Non-Travel,34797,INR,22,3,3,2,4,No,3,Referral,Hybrid,11,5,7,3,Needs Improvement,1,6,No
513,Neha Brown,38,Female,Divorced,Human Resources,HR Recruiter,Bachelor's,Other,1,0,0,16,Travel_Rarely,19707,INR,18,3,4,1,4,No,3,Job Portal,Hybrid,4,5,1,0,Good,1,22,No
514,Ahmed Sharma,30,Male,Married,Sales,Sales Executive,Master's,Other,1,0,4,16,Travel_Rarely,27384,INR,21,3,1,4,4,Yes,3,Campus Hiring,On-site,3,6,1,0,Needs Improvement,2,24,Yes
515,Grace Clark,35,Female,Married,Marketing,Content Strategist,Bachelor's,Technical Degree,1,0,0,7,Travel_Rarely,29512,INR,24,4,4,3,1,No,1,Referral,Hybrid,3,7,1,1,Good,1,6,No
516,Linda Smith,38,Male,Married,Research & Development,Laboratory Technician,Bachelor's,Human Resources,2,1,2,21,Non-Travel,17058,INR,20,4,4,4,3,No,3,Referral,On-site,4,8,0,1,Excellent,2,9,No
517,Olga Nair,25,Male,Single,Research & Development,Research Scientist,Master's,Technical Degree,7,3,0,2,Non-Travel,70464,INR,13,3,4,4,2,No,2,Job Portal,On-site,7,7,1,2,Excellent,1,19,No
518,Aisha Sharma,51,Female,Single,Marketing,Content Strategist,Bachelor's,Other,4,3,0,11,Travel_Rarely,38925,INR,12,3,1,3,2,No,4,Job Portal,On-site,9,7,4,1,Good,1,14,No
519,Wei Ali,20,Male,Married,Sales,Sales Manager,Bachelor's,Marketing,1,0,2,18,Travel_Rarely,64204,INR,17,3,3,4,4,No,4,Consultancy,On-site,4,7,0,1,Average,1,15,No
520,Wei Ali,40,Male,Single,Sales,Sales Executive,Master's,Technical Degree,4,3,5,14,Travel_Rarely,32482,INR,20,3,2,3,3,No,1,Consultancy,Hybrid,11,5,2,1,Good,2,19,No
521,Ravi Sharma,24,Male,Single,Marketing,Marketing Manager,Bachelor's,Other,6,3,1,22,Travel_Rarely,97730,INR,14,3,4,3,3,No,4,Job Portal,On-site,9,5,1,2,Good,3,19,No
522,Sofia Kumar,20,Female,Married,Marketing,Marketing Manager,Bachelor's,Life Sciences,2,1,0,2,Travel_Rarely,81915,INR,20,3,2,4,1,No,0,Job Portal,On-site,6,8,2,0,Needs Improvement,1,5,No
523,Grace Khan,32,Female,Single,Sales,Sales Manager,Bachelor's,Medical,4,2,3,12,Travel_Rarely,81397,INR,11,4,2,3,4,No,2,Referral,Hybrid,4,4,1,2,Needs Improvement,0,4,No
524,Robert Rodriguez,44,Female,Married,Marketing,Marketing Manager,Bachelor's,Technical Degree,0,0,2,17,Travel_Frequently,67753,INR,14,3,3,2,2,No,5,LinkedIn,On-site,4,8,0,0,Needs Improvement,1,5,No
525,James Kim,31,Female,Married,Research & Development,Research Scientist,Bachelor's,Life Sciences,1,0,3,12,Travel_Rarely,45272,INR,13,3,1,4,3,No,4,Consultancy,Hybrid,5,5,0,0,Good,1,17,Yes
526,Chen Kim,60,Male,Married,Sales,Sales Executive,Bachelor's,Medical,1,0,2,29,Travel_Rarely,22510,INR,13,3,3,4,1,Yes,2,Campus Hiring,On-site,6,5,1,0,Average,1,12,Yes
527,Nia Clark,20,Female,Married,Research & Development,Research Scientist,Master's,Technical Degree,2,1,3,11,Travel_Rarely,52186,INR,12,3,1,4,4,No,5,Job Portal,Hybrid,6,13,2,1,Average,1,21,No
528,John Lee,41,Female,Married,Research & Development,Research Scientist,Master's,Marketing,0,0,1,23,Travel_Rarely,43309,INR,22,3,3,4,1,No,0,LinkedIn,Remote,1,5,0,0,Good,2,13,No
529,Chen Davis,28,Female,Divorced,Research & Development,Research Scientist,Bachelor's,Human Resources,5,1,2,20,Travel_Rarely,58975,INR,22,3,1,2,3,Yes,4,Walk-in,Remote,5,9,4,2,Needs Improvement,1,20,No
530,Aisha Nair,20,Female,Married,Finance,Finance Manager,High School,Other,2,1,2,1,Travel_Frequently,82938,INR,20,3,3,4,2,No,4,Job Portal,On-site,2,4,0,0,Excellent,1,22,No
531,Fatima Brown,44,Male,Married,Sales,Sales Executive,Bachelor's,Human Resources,2,0,4,4,Non-Travel,26031,INR,17,3,3,3,3,Yes,3,LinkedIn,Remote,7,8,1,1,Good,6,8,No
532,Emma Kumar,36,Female,Single,Sales,Sales Representative,PhD,Other,16,12,5,13,Travel_Rarely,36379,INR,24,3,4,1,3,No,3,Consultancy,Hybrid,16,5,2,5,Needs Improvement,2,19,No
533,Chen Singh,32,Female,Single,Finance,Finance Manager,Bachelor's,Marketing,1,0,1,19,Non-Travel,86967,INR,14,3,3,3,4,No,2,Job Portal,Remote,8,7,1,0,Excellent,2,7,No
534,Mary Kim,43,Male,Married,Marketing,Marketing Manager,High School,Other,4,2,3,28,Travel_Rarely,83530,INR,22,3,3,4,3,No,2,LinkedIn,On-site,5,5,3,1,Needs Improvement,3,7,No
535,Sara Gupta,39,Female,Single,Research & Development,R&D Manager,Master's,Life Sciences,3,2,1,24,Travel_Rarely,136482,INR,13,4,3,2,3,No,4,Walk-in,On-site,4,3,3,1,Good,1,15,No
536,Robert Sharma,48,Female,Single,Marketing,Marketing Executive,Bachelor's,Human Resources,6,4,5,19,Travel_Rarely,29459,INR,13,3,2,3,2,No,4,Campus Hiring,Hybrid,7,7,2,3,Good,1,7,No
537,Olga Singh,28,Female,Married,Research & Development,Research Scientist,Master's,Medical,7,2,3,13,Travel_Frequently,71459,INR,19,3,3,4,3,No,2,Referral,On-site,7,5,4,2,Good,2,8,No
538,Tom Garcia,20,Male,Married,Research & Development,Research Scientist,High School,Marketing,1,0,0,11,Travel_Rarely,41755,INR,18,3,4,4,4,No,0,LinkedIn,Remote,6,5,1,1,Average,2,13,No
539,James Nair,20,Male,Single,Research & Development,Manufacturing Director,Bachelor's,Human Resources,1,0,2,6,Travel_Rarely,169421,INR,14,3,2,2,2,No,5,LinkedIn,Hybrid,4,4,1,0,Needs Improvement,2,18,No
540,Kevin Smith,49,Male,Married,Finance,Financial Analyst,Bachelor's,Marketing,2,1,0,13,Travel_Frequently,35868,INR,12,3,4,3,3,Yes,0,Job Portal,Hybrid,3,3,1,1,Average,0,21,No
541,Ravi Anderson,46,Female,Single,Research & Development,Research Scientist,Bachelor's,Other,2,0,1,9,Travel_Rarely,49073,INR,11,3,4,2,2,No,1,LinkedIn,On-site,6,11,2,0,Needs Improvement,1,20,No
542,Grace Anderson,40,Female,Divorced,Sales,Sales Executive,High School,Medical,1,0,1,13,Travel_Rarely,22714,INR,13,4,3,2,2,No,5,Campus Hiring,On-site,5,8,1,0,Good,1,12,No
543,John Brown,33,Male,Single,IT,Data Analyst,Bachelor's,Marketing,2,1,2,15,Non-Travel,38051,INR,19,3,4,3,3,Yes,4,LinkedIn,On-site,4,5,0,1,Good,1,23,No
544,Carlos Ali,45,Male,Married,Research & Development,R&D Manager,Bachelor's,Technical Degree,9,5,1,28,Travel_Rarely,179017,INR,17,4,1,1,4,Yes,2,LinkedIn,Remote,7,5,1,4,Good,1,15,No
545,Fatima Anderson,42,Female,Married,IT,System Administrator,Bachelor's,Life Sciences,1,0,1,1,Travel_Rarely,28168,INR,24,3,3,2,3,Yes,0,Referral,On-site,2,5,1,0,Excellent,1,14,Yes
546,Olga Ali,35,Male,Divorced,Research & Development,Research Scientist,Master's,Medical,1,0,1,24,Non-Travel,49756,INR,21,3,2,2,3,No,1,Referral,Hybrid,2,11,1,1,Good,1,4,No
547,John Garcia,32,Female,Single,Research & Development,Laboratory Technician,Bachelor's,Technical Degree,3,1,2,21,Travel_Rarely,18087,INR,13,3,4,4,4,No,3,Walk-in,Remote,5,5,0,2,Excellent,2,21,No
548,Sofia Gupta,37,Female,Married,Research & Development,Laboratory Technician,Master's,Medical,6,5,2,23,Travel_Rarely,23045,INR,14,4,3,2,3,No,4,LinkedIn,On-site,6,7,6,3,Average,1,13,No
